employee_id,employee_name,department,employment_status,joining_date,service_period,leave_type,start_date,end_date,leave_duration,reason,reason_category,approved
EMP00750,Employee_750,Sales,Probation,2022-12-10,1095,Casual,2025-12-29,2026-01-16,19,Want to pursue personal hobby project during time off,Other,0
EMP00751,Employee_751,HR,Probation,2024-03-04,645,Sick,2025-12-23,2025-12-31,9,Anniversary celebration with spouse at planned destination,Personal,0
EMP00752,Employee_752,Admin,Probation,2024-09-22,443,Earned,2025-12-13,2025-12-18,6,I am suffering from high fever and need to visit the doctor for checkup,Medical,0
EMP00753,Employee_753,Marketing,Permanent,2023-06-14,909,Sick,2026-01-07,2026-01-22,16,Need to undergo surgery and recovery time at home,Medical,0
EMP00754,Employee_754,Sales,Probation,2023-01-01,1073,Earned,2025-12-14,2025-12-24,11,Personal commitment to attend cousin's marriage ceremony,Personal,0
EMP00755,Employee_755,Finance,Permanent,2025-09-25,75,Emergency,2026-01-01,2026-01-13,13,Urgent situation at home needs immediate presence and resolution,Emergency,0
EMP00756,Employee_756,Engineering,Contract,2025-06-13,179,Earned,2026-01-07,2026-01-21,15,Child's school annual day function and parent participation required,Personal,0
EMP00757,Employee_757,Operations,Permanent,2024-03-09,640,Casual,2025-12-16,2025-12-26,11,Religious festival celebration with family gathering,Personal,0
EMP00758,Employee_758,Operations,Contract,2024-02-24,654,Emergency,2025-12-18,2025-12-21,4,Child's school annual day function and parent participation required,Personal,0
EMP00759,Employee_759,HR,Permanent,2023-12-22,718,Earned,2025-12-14,2025-12-22,9,Planning to attend professional certification exam,Other,1
EMP00760,Employee_760,Finance,Permanent,2024-03-11,638,Earned,2025-12-24,2026-01-10,18,Moving to new house and need time for relocation activities,Personal,0
EMP00761,Employee_761,Engineering,Probation,2025-08-27,104,Sick,2025-12-11,2025-12-23,13,Want to pursue personal hobby project during time off,Other,0
EMP00762,Employee_762,Admin,Contract,2023-12-11,729,Earned,2026-01-05,2026-01-15,11,Long planned trip for family reunion and bonding,Personal,0
EMP00763,Employee_763,HR,Probation,2025-03-14,270,Sick,2025-12-13,2025-12-27,15,Chronic back pain has worsened and need physiotherapy sessions,Medical,0
EMP00764,Employee_764,Admin,Permanent,2024-09-06,459,Casual,2025-12-18,2026-01-06,20,Need to handle some important personal matters,Other,0
EMP00765,Employee_765,Finance,Contract,2024-02-01,677,Earned,2025-12-25,2026-01-08,15,Child's school annual day function and parent participation required,Personal,0
EMP00766,Employee_766,Admin,Permanent,2023-12-20,720,Emergency,2026-01-06,2026-01-20,15,Unexpected family crisis requiring immediate travel back home,Emergency,1
EMP00767,Employee_767,Finance,Contract,2025-05-12,211,Emergency,2025-12-20,2025-12-23,4,Urgent situation at home needs immediate presence and resolution,Emergency,1
EMP00768,Employee_768,Operations,Contract,2023-05-09,945,Emergency,2025-12-23,2026-01-10,19,Child met with an accident and needs immediate care,Emergency,0
EMP00769,Employee_769,Finance,Probation,2023-10-14,787,Sick,2025-12-16,2025-12-26,11,Dealing with severe migraine attacks requiring rest and medication,Medical,0
EMP00770,Employee_770,IT,Probation,2024-01-08,701,Casual,2025-12-31,2026-01-05,6,I have a medical appointment scheduled at the hospital for health issues,Medical,0
EMP00771,Employee_771,Admin,Permanent,2023-05-05,949,Earned,2025-12-13,2025-12-30,18,Experiencing severe headache and stomach pain requiring medical attention,Medical,0
EMP00772,Employee_772,Operations,Probation,2025-07-19,143,Sick,2026-01-03,2026-01-22,20,Diagnosed with infection and need time for medication and treatment,Medical,0
EMP00773,Employee_773,Admin,Contract,2025-08-05,126,Sick,2026-01-05,2026-01-11,7,Moving to new house and need time for relocation activities,Personal,0
EMP00774,Employee_774,Finance,Probation,2022-12-16,1089,Earned,2025-12-29,2026-01-10,13,Taking time off for self-care and rejuvenation,Other,0
EMP00775,Employee_775,Marketing,Permanent,2024-02-29,649,Earned,2026-01-04,2026-01-22,19,Planning to attend professional certification exam,Other,0
EMP00776,Employee_776,IT,Contract,2024-01-03,706,Sick,2025-12-10,2025-12-28,19,Eye checkup appointment with specialist ophthalmologist scheduled,Medical,0
EMP00777,Employee_777,IT,Permanent,2024-04-15,603,Sick,2026-01-07,2026-01-18,12,I am suffering from high fever and need to visit the doctor for checkup,Medical,1
EMP00778,Employee_778,Engineering,Contract,2023-12-04,736,Sick,2026-01-06,2026-01-15,10,Need break from work for personal well-being,Other,0
EMP00779,Employee_779,IT,Contract,2024-02-26,652,Emergency,2025-12-22,2026-01-03,13,Child met with an accident and needs immediate care,Emergency,0
EMP00780,Employee_780,Finance,Probation,2025-02-27,285,Casual,2025-12-22,2026-01-08,18,Need to handle some important personal matters,Other,0
EMP00781,Employee_781,Finance,Probation,2025-03-26,258,Casual,2025-12-12,2025-12-12,1,I am suffering from high fever and need to visit the doctor for checkup,Medical,1
EMP00782,Employee_782,Finance,Contract,2023-03-18,997,Emergency,2025-12-12,2025-12-16,5,Parent's birthday celebration and family get together,Personal,1
EMP00783,Employee_783,IT,Contract,2024-12-05,369,Emergency,2025-12-23,2026-01-08,17,Home emergency due to natural disaster requiring immediate action,Emergency,0
EMP00784,Employee_784,IT,Probation,2024-09-02,463,Casual,2025-12-29,2026-01-11,14,Cultural event participation with family members,Personal,0
EMP00785,Employee_785,Admin,Contract,2024-08-11,485,Earned,2026-01-08,2026-01-21,14,Need break from work for personal well-being,Other,0
EMP00786,Employee_786,Sales,Permanent,2025-09-22,78,Emergency,2025-12-13,2025-12-24,12,Urgent situation at home needs immediate presence and resolution,Emergency,0
EMP00787,Employee_787,Operations,Probation,2023-01-15,1059,Sick,2026-01-07,2026-01-23,17,Need to undergo surgery and recovery time at home,Medical,0
EMP00788,Employee_788,Admin,Contract,2025-07-02,160,Earned,2025-12-11,2025-12-30,20,Eye checkup appointment with specialist ophthalmologist scheduled,Medical,0
EMP00789,Employee_789,Engineering,Probation,2023-05-24,930,Emergency,2026-01-02,2026-01-20,19,Unexpected family crisis requiring immediate travel back home,Emergency,0
EMP00790,Employee_790,Operations,Probation,2024-12-30,344,Sick,2026-01-02,2026-01-21,20,Dealing with severe migraine attacks requiring rest and medication,Medical,0
EMP00791,Employee_791,Operations,Permanent,2023-04-14,970,Casual,2025-12-11,2025-12-29,19,Having flu symptoms and doctor advised rest for few days,Medical,0
EMP00792,Employee_792,Engineering,Probation,2023-03-22,993,Sick,2025-12-26,2025-12-30,5,Planning to attend professional certification exam,Other,0
EMP00793,Employee_793,Finance,Contract,2024-05-12,576,Earned,2025-12-10,2025-12-18,9,Taking break for mental health and stress relief,Other,0
EMP00794,Employee_794,Finance,Contract,2025-02-02,310,Emergency,2026-01-04,2026-01-15,12,Child met with an accident and needs immediate care,Emergency,0
EMP00795,Employee_795,Admin,Permanent,2022-12-24,1081,Sick,2025-12-12,2025-12-22,11,Dealing with severe migraine attacks requiring rest and medication,Medical,1
EMP00796,Employee_796,Finance,Probation,2023-08-16,846,Emergency,2025-12-31,2026-01-07,8,Death in the family and need to attend funeral arrangements,Emergency,0
EMP00797,Employee_797,Marketing,Contract,2024-01-02,707,Sick,2026-01-03,2026-01-11,9,I am suffering from high fever and need to visit the doctor for checkup,Medical,0
EMP00798,Employee_798,Finance,Probation,2023-09-14,817,Emergency,2025-12-25,2026-01-03,10,Sudden family bereavement and funeral ceremony attendance,Emergency,0
EMP00799,Employee_799,Marketing,Probation,2023-10-02,799,Emergency,2025-12-14,2025-12-22,9,Close relative in critical condition at emergency room,Emergency,0
EMP00800,Employee_800,Engineering,Probation,2023-06-03,920,Emergency,2025-12-26,2026-01-05,11,Family emergency due to sudden hospitalization of parent requiring immediate attention,Emergency,0
EMP00801,Employee_801,HR,Contract,2023-12-15,725,Emergency,2026-01-08,2026-01-27,20,Critical emergency involving elderly family member hospitalization,Emergency,0
EMP00802,Employee_802,Sales,Probation,2024-06-10,547,Sick,2025-12-30,2026-01-07,9,Chronic back pain has worsened and need physiotherapy sessions,Medical,0
EMP00803,Employee_803,Marketing,Contract,2024-11-04,400,Earned,2025-12-20,2025-12-25,6,Need some days off for personal work and errands,Other,0
EMP00804,Employee_804,Engineering,Permanent,2025-11-14,25,Emergency,2025-12-26,2025-12-29,4,Anniversary celebration with spouse at planned destination,Personal,0
EMP00805,Employee_805,Marketing,Contract,2024-05-07,581,Earned,2025-12-11,2025-12-17,7,Cultural event participation with family members,Personal,0
EMP00806,Employee_806,HR,Permanent,2024-09-20,445,Sick,2025-12-12,2025-12-15,4,Experiencing severe headache and stomach pain requiring medical attention,Medical,1
EMP00807,Employee_807,IT,Contract,2024-11-25,379,Sick,2025-12-18,2025-12-23,6,I have a medical appointment scheduled at the hospital for health issues,Medical,0
EMP00808,Employee_808,Admin,Probation,2023-07-18,875,Earned,2025-12-15,2025-12-23,9,Religious festival celebration with family gathering,Personal,0
EMP00809,Employee_809,Engineering,Probation,2023-10-05,796,Earned,2025-12-18,2025-12-19,2,Experiencing severe headache and stomach pain requiring medical attention,Medical,1
EMP00810,Employee_810,Admin,Permanent,2023-03-07,1008,Casual,2025-12-22,2026-01-10,20,Home renovation work supervision requiring presence,Personal,0
EMP00811,Employee_811,Admin,Permanent,2025-02-17,295,Emergency,2025-12-29,2026-01-04,7,Home emergency due to natural disaster requiring immediate action,Emergency,1
EMP00812,Employee_812,Operations,Permanent,2025-09-28,72,Sick,2025-12-28,2025-12-30,3,Chronic back pain has worsened and need physiotherapy sessions,Medical,1
EMP00813,Employee_813,Engineering,Probation,2025-02-07,305,Sick,2025-12-31,2026-01-01,2,Experiencing severe headache and stomach pain requiring medical attention,Medical,1
EMP00814,Employee_814,Sales,Probation,2025-12-01,8,Emergency,2025-12-23,2026-01-07,16,Urgent situation at home needs immediate presence and resolution,Emergency,0
EMP00815,Employee_815,Marketing,Permanent,2023-10-13,788,Emergency,2025-12-28,2025-12-31,4,Unexpected family crisis requiring immediate travel back home,Emergency,1
EMP00816,Employee_816,Sales,Contract,2024-03-28,621,Emergency,2025-12-30,2025-12-31,2,Urgent situation at home needs immediate presence and resolution,Emergency,1
EMP00817,Employee_817,Sales,Contract,2024-01-12,697,Sick,2026-01-03,2026-01-17,15,Need to undergo surgery and recovery time at home,Medical,0
EMP00818,Employee_818,Finance,Contract,2025-09-19,81,Emergency,2025-12-19,2025-12-25,7,Urgent situation at home needs immediate presence and resolution,Emergency,0
EMP00819,Employee_819,Sales,Probation,2025-06-18,174,Emergency,2025-12-14,2025-12-20,7,Dealing with severe migraine attacks requiring rest and medication,Medical,0
EMP00820,Employee_820,Marketing,Probation,2023-10-04,797,Sick,2025-12-30,2026-01-16,18,Eye checkup appointment with specialist ophthalmologist scheduled,Medical,0
EMP00821,Employee_821,Admin,Permanent,2025-09-24,76,Earned,2025-12-20,2025-12-21,2,Need some days off for personal work and errands,Other,0
EMP00822,Employee_822,IT,Permanent,2024-10-01,434,Emergency,2025-12-14,2025-12-31,18,Child met with an accident and needs immediate care,Emergency,0
EMP00823,Employee_823,HR,Permanent,2025-02-22,290,Emergency,2025-12-25,2025-12-25,1,Urgent legal matter requiring immediate personal presence,Emergency,1
EMP00824,Employee_824,Engineering,Permanent,2025-03-16,268,Sick,2025-12-30,2026-01-04,6,Taking break for mental health and stress relief,Other,1
EMP00825,Employee_825,Finance,Contract,2025-07-31,131,Sick,2025-12-25,2025-12-28,4,Dealing with severe migraine attacks requiring rest and medication,Medical,1
EMP00826,Employee_826,Marketing,Permanent,2024-10-19,416,Emergency,2026-01-04,2026-01-14,11,Close relative in critical condition at emergency room,Emergency,1
EMP00827,Employee_827,Sales,Permanent,2025-03-02,282,Earned,2026-01-03,2026-01-09,7,Cultural event participation with family members,Personal,1
EMP00828,Employee_828,Finance,Probation,2025-08-01,130,Sick,2025-12-14,2025-12-22,9,Experiencing severe headache and stomach pain requiring medical attention,Medical,0
EMP00829,Employee_829,Sales,Contract,2025-01-05,338,Emergency,2026-01-08,2026-01-15,8,Death in the family and need to attend funeral arrangements,Emergency,0
EMP00830,Employee_830,HR,Contract,2023-10-30,771,Casual,2026-01-07,2026-01-07,1,Taking break for mental health and stress relief,Other,1
EMP00831,Employee_831,Engineering,Permanent,2024-12-06,368,Sick,2026-01-07,2026-01-25,19,Chronic back pain has worsened and need physiotherapy sessions,Medical,0
EMP00832,Employee_832,Finance,Permanent,2025-02-18,294,Earned,2025-12-24,2026-01-09,17,Need to undergo surgery and recovery time at home,Medical,0
EMP00833,Employee_833,Finance,Contract,2025-09-22,78,Casual,2025-12-29,2026-01-13,16,Home renovation work supervision requiring presence,Personal,0
EMP00834,Employee_834,Operations,Probation,2023-08-04,858,Sick,2025-12-17,2026-01-03,18,Cultural event participation with family members,Personal,0
EMP00835,Employee_835,Sales,Contract,2023-02-03,1040,Casual,2026-01-03,2026-01-17,15,Need to undergo surgery and recovery time at home,Medical,0
EMP00836,Employee_836,Operations,Permanent,2024-11-07,397,Sick,2025-12-31,2026-01-04,5,Chronic back pain has worsened and need physiotherapy sessions,Medical,1
EMP00837,Employee_837,Admin,Permanent,2025-01-15,328,Sick,2025-12-30,2025-12-31,2,Need to undergo surgery and recovery time at home,Medical,1
EMP00838,Employee_838,IT,Probation,2024-01-24,685,Emergency,2025-12-13,2025-12-14,2,Sudden family bereavement and funeral ceremony attendance,Emergency,1
EMP00839,Employee_839,Finance,Permanent,2025-10-10,60,Emergency,2025-12-13,2025-12-29,17,Chronic back pain has worsened and need physiotherapy sessions,Medical,0
EMP00840,Employee_840,Sales,Probation,2024-10-27,408,Earned,2026-01-03,2026-01-10,8,Anniversary celebration with spouse at planned destination,Personal,0
EMP00841,Employee_841,Marketing,Permanent,2024-08-10,486,Emergency,2025-12-22,2025-12-28,7,Urgent situation at home needs immediate presence and resolution,Emergency,1
EMP00842,Employee_842,Admin,Contract,2023-03-22,993,Sick,2025-12-14,2025-12-27,14,Dealing with severe migraine attacks requiring rest and medication,Medical,0
EMP00843,Employee_843,Admin,Permanent,2023-10-07,794,Earned,2025-12-24,2025-12-28,5,Need time to complete pending personal documentation work,Other,1
EMP00844,Employee_844,Sales,Probation,2024-10-20,415,Earned,2025-12-11,2025-12-15,5,Need break from work for personal well-being,Other,0
EMP00845,Employee_845,Engineering,Probation,2025-03-04,280,Sick,2025-12-24,2026-01-07,15,Diagnosed with infection and need time for medication and treatment,Medical,0
EMP00846,Employee_846,Marketing,Probation,2025-01-21,322,Casual,2025-12-27,2026-01-14,19,Child's school annual day function and parent participation required,Personal,0
EMP00847,Employee_847,IT,Contract,2023-03-13,1002,Casual,2025-12-25,2026-01-12,19,Planning to attend professional certification exam,Other,0
EMP00848,Employee_848,Engineering,Contract,2023-07-16,877,Casual,2025-12-20,2025-12-27,8,Need break from work for personal well-being,Other,0
EMP00849,Employee_849,Marketing,Contract,2025-02-06,306,Sick,2025-12-11,2025-12-24,14,Want to spend time on personal development activities,Other,0
EMP00850,Employee_850,Engineering,Probation,2022-12-17,1088,Emergency,2026-01-04,2026-01-19,16,Urgent situation at home needs immediate presence and resolution,Emergency,0
EMP00851,Employee_851,Admin,Probation,2024-08-03,493,Sick,2026-01-03,2026-01-20,18,Need time to complete pending personal documentation work,Other,0
EMP00852,Employee_852,Finance,Probation,2024-04-12,606,Casual,2025-12-10,2025-12-12,3,Planning to attend professional certification exam,Other,0
EMP00853,Employee_853,Finance,Contract,2023-05-13,941,Sick,2025-12-24,2026-01-07,15,Dental emergency requiring immediate clinic visit and recovery,Medical,0
EMP00854,Employee_854,Finance,Probation,2023-05-03,951,Sick,2025-12-22,2025-12-24,3,Diagnosed with infection and need time for medication and treatment,Medical,0
EMP00855,Employee_855,Engineering,Probation,2023-07-20,873,Earned,2025-12-27,2026-01-15,20,Need time to complete pending personal documentation work,Other,0
EMP00856,Employee_856,HR,Contract,2024-01-21,688,Sick,2026-01-08,2026-01-24,17,I am suffering from high fever and need to visit the doctor for checkup,Medical,0
EMP00857,Employee_857,HR,Probation,2023-11-21,749,Emergency,2025-12-11,2025-12-30,20,Death in the family and need to attend funeral arrangements,Emergency,0
EMP00858,Employee_858,HR,Contract,2024-10-15,420,Casual,2025-12-17,2025-12-27,11,I have a medical appointment scheduled at the hospital for health issues,Medical,0
EMP00859,Employee_859,Admin,Contract,2024-10-05,430,Casual,2025-12-21,2025-12-31,11,Want to spend time on personal development activities,Other,0
EMP00860,Employee_860,IT,Probation,2025-08-19,112,Sick,2025-12-21,2026-01-01,12,Eye checkup appointment with specialist ophthalmologist scheduled,Medical,0
EMP00861,Employee_861,HR,Probation,2022-12-15,1090,Earned,2025-12-29,2026-01-12,15,I have a medical appointment scheduled at the hospital for health issues,Medical,0
EMP00862,Employee_862,Marketing,Probation,2025-06-13,179,Sick,2026-01-07,2026-01-19,13,Child's school annual day function and parent participation required,Personal,0
EMP00863,Employee_863,Finance,Probation,2025-04-23,230,Casual,2025-12-14,2025-12-29,16,Personal commitment to attend cousin's marriage ceremony,Personal,0
EMP00864,Employee_864,Engineering,Probation,2023-08-08,854,Casual,2025-12-21,2026-01-05,16,Taking time off for self-care and rejuvenation,Other,0
EMP00865,Employee_865,Engineering,Probation,2024-11-16,388,Sick,2026-01-06,2026-01-06,1,Eye checkup appointment with specialist ophthalmologist scheduled,Medical,1
EMP00866,Employee_866,Sales,Probation,2024-01-06,703,Earned,2025-12-28,2026-01-12,16,Want to spend time on personal development activities,Other,0
EMP00867,Employee_867,Admin,Probation,2024-03-26,623,Casual,2025-12-15,2025-12-24,10,Need time to complete pending personal documentation work,Other,0
EMP00868,Employee_868,Admin,Probation,2024-04-27,591,Sick,2025-12-21,2025-12-25,5,Experiencing severe headache and stomach pain requiring medical attention,Medical,0
EMP00869,Employee_869,Finance,Contract,2024-05-03,585,Casual,2026-01-05,2026-01-10,6,Experiencing severe headache and stomach pain requiring medical attention,Medical,0
EMP00870,Employee_870,Finance,Permanent,2025-04-13,240,Sick,2025-12-28,2026-01-07,11,Personal reasons requiring few days of absence,Other,0
EMP00871,Employee_871,Finance,Permanent,2025-09-28,72,Earned,2025-12-14,2025-12-25,12,Chronic back pain has worsened and need physiotherapy sessions,Medical,0
EMP00872,Employee_872,Finance,Contract,2024-03-31,618,Sick,2025-12-22,2025-12-22,1,Experiencing severe headache and stomach pain requiring medical attention,Medical,1
EMP00873,Employee_873,Admin,Probation,2025-01-23,320,Sick,2025-12-26,2026-01-12,18,Having flu symptoms and doctor advised rest for few days,Medical,0
EMP00874,Employee_874,Admin,Probation,2025-02-10,302,Emergency,2026-01-01,2026-01-11,11,Attending family wedding ceremony and related functions,Personal,0
EMP00875,Employee_875,Finance,Contract,2025-04-13,240,Earned,2025-12-22,2025-12-22,1,Need time to complete pending personal documentation work,Other,1
EMP00876,Employee_876,HR,Probation,2025-08-18,113,Casual,2025-12-26,2026-01-13,19,Religious festival celebration with family gathering,Personal,0
EMP00877,Employee_877,Marketing,Permanent,2025-06-20,172,Emergency,2025-12-26,2025-12-28,3,Home emergency due to natural disaster requiring immediate action,Emergency,1
EMP00878,Employee_878,Sales,Contract,2023-01-26,1048,Sick,2025-12-22,2026-01-02,12,Personal reasons requiring few days of absence,Other,0
EMP00879,Employee_879,IT,Probation,2025-11-14,25,Earned,2025-12-21,2026-01-01,12,Chronic back pain has worsened and need physiotherapy sessions,Medical,0
EMP00880,Employee_880,HR,Permanent,2023-06-13,910,Emergency,2025-12-19,2026-01-02,15,Close relative in critical condition at emergency room,Emergency,1
EMP00881,Employee_881,IT,Permanent,2025-06-15,177,Casual,2025-12-19,2025-12-25,7,Want to spend time on personal development activities,Other,0
EMP00882,Employee_882,Sales,Permanent,2023-10-31,770,Sick,2025-12-23,2025-12-23,1,Having flu symptoms and doctor advised rest for few days,Medical,1
EMP00883,Employee_883,IT,Permanent,2023-05-07,947,Casual,2025-12-15,2025-12-21,7,Planning to attend professional certification exam,Other,0
EMP00884,Employee_884,Admin,Permanent,2024-03-30,619,Earned,2025-12-27,2026-01-11,16,Taking time off for self-care and rejuvenation,Other,0
EMP00885,Employee_885,Marketing,Permanent,2025-12-03,6,Casual,2025-12-19,2025-12-27,9,Chronic back pain has worsened and need physiotherapy sessions,Medical,0
EMP00886,Employee_886,HR,Contract,2024-04-28,590,Emergency,2025-12-25,2025-12-30,6,Child met with an accident and needs immediate care,Emergency,0
EMP00887,Employee_887,Engineering,Permanent,2024-05-20,568,Emergency,2025-12-29,2025-12-31,3,Urgent legal matter requiring immediate personal presence,Emergency,1
EMP00888,Employee_888,Admin,Contract,2023-06-29,894,Earned,2026-01-01,2026-01-16,16,Anniversary celebration with spouse at planned destination,Personal,0
EMP00889,Employee_889,Engineering,Probation,2025-01-09,334,Sick,2025-12-20,2025-12-24,5,Experiencing severe headache and stomach pain requiring medical attention,Medical,0
EMP00890,Employee_890,Sales,Permanent,2025-08-22,109,Earned,2025-12-23,2026-01-03,12,Personal reasons requiring few days of absence,Other,0
EMP00891,Employee_891,Engineering,Probation,2024-04-20,598,Sick,2025-12-16,2026-01-01,17,Experiencing severe headache and stomach pain requiring medical attention,Medical,0
EMP00892,Employee_892,HR,Contract,2024-12-31,343,Earned,2026-01-05,2026-01-15,11,Planning to attend professional certification exam,Other,0
EMP00893,Employee_893,Operations,Contract,2023-11-27,743,Sick,2025-12-28,2026-01-14,18,Experiencing severe headache and stomach pain requiring medical attention,Medical,0
EMP00894,Employee_894,Engineering,Permanent,2023-01-12,1062,Earned,2026-01-03,2026-01-14,12,Dental emergency requiring immediate clinic visit and recovery,Medical,1
EMP00895,Employee_895,Sales,Permanent,2025-05-13,210,Casual,2025-12-26,2025-12-30,5,Planned family vacation to spend quality time together,Personal,0
EMP00896,Employee_896,HR,Probation,2023-05-10,944,Sick,2026-01-05,2026-01-08,4,Parent's birthday celebration and family get together,Personal,0
EMP00897,Employee_897,Sales,Probation,2023-11-27,743,Casual,2026-01-07,2026-01-21,15,Eye checkup appointment with specialist ophthalmologist scheduled,Medical,0
EMP00898,Employee_898,Sales,Permanent,2024-03-25,624,Sick,2025-12-17,2025-12-20,4,Long planned trip for family reunion and bonding,Personal,1
EMP00899,Employee_899,Marketing,Probation,2025-03-27,257,Casual,2025-12-12,2025-12-16,5,Taking break for mental health and stress relief,Other,0
EMP00900,Employee_900,HR,Permanent,2023-03-23,992,Emergency,2025-12-16,2025-12-17,2,Chronic back pain has worsened and need physiotherapy sessions,Medical,1
EMP00901,Employee_901,HR,Probation,2025-09-11,89,Sick,2025-12-31,2026-01-09,10,Child's school annual day function and parent participation required,Personal,0
EMP00902,Employee_902,Marketing,Contract,2024-10-25,410,Casual,2025-12-10,2025-12-21,12,Moving to new house and need time for relocation activities,Personal,0
EMP00903,Employee_903,Operations,Contract,2023-12-27,713,Earned,2026-01-06,2026-01-11,6,Need break from work for personal well-being,Other,0
EMP00904,Employee_904,Marketing,Contract,2025-07-22,140,Sick,2026-01-03,2026-01-21,19,Long planned trip for family reunion and bonding,Personal,0
EMP00905,Employee_905,Marketing,Probation,2024-12-22,352,Sick,2026-01-08,2026-01-11,4,Eye checkup appointment with specialist ophthalmologist scheduled,Medical,0
EMP00906,Employee_906,Admin,Probation,2024-11-24,380,Emergency,2025-12-15,2025-12-18,4,Close relative in critical condition at emergency room,Emergency,0
EMP00907,Employee_907,IT,Permanent,2023-01-20,1054,Casual,2025-12-13,2025-12-26,14,Taking break for mental health and stress relief,Other,0
EMP00908,Employee_908,Admin,Permanent,2023-01-09,1065,Casual,2026-01-03,2026-01-18,16,Planning to attend professional certification exam,Other,0
EMP00909,Employee_909,Engineering,Permanent,2024-02-06,672,Emergency,2025-12-22,2025-12-25,4,Urgent legal matter requiring immediate personal presence,Emergency,1
EMP00910,Employee_910,Operations,Contract,2023-06-13,910,Casual,2025-12-23,2026-01-09,18,Need to handle some important personal matters,Other,0
EMP00911,Employee_911,Marketing,Permanent,2023-04-09,975,Earned,2025-12-10,2025-12-15,6,Taking time off for self-care and rejuvenation,Other,1
EMP00912,Employee_912,HR,Probation,2023-06-25,898,Sick,2025-12-14,2025-12-17,4,Dealing with severe migraine attacks requiring rest and medication,Medical,0
EMP00913,Employee_913,HR,Contract,2024-12-28,346,Sick,2025-12-16,2025-12-27,12,Dealing with severe migraine attacks requiring rest and medication,Medical,0
EMP00914,Employee_914,IT,Permanent,2024-08-19,477,Emergency,2025-12-18,2026-01-02,16,Urgent legal matter requiring immediate personal presence,Emergency,0
EMP00915,Employee_915,Operations,Contract,2023-09-11,820,Earned,2025-12-31,2026-01-15,16,Need to handle some important personal matters,Other,0
EMP00916,Employee_916,Admin,Contract,2024-05-16,572,Casual,2025-12-13,2025-12-27,15,Religious festival celebration with family gathering,Personal,0
EMP00917,Employee_917,Admin,Probation,2024-08-23,473,Casual,2025-12-13,2025-12-13,1,I am suffering from high fever and need to visit the doctor for checkup,Medical,1
EMP00918,Employee_918,HR,Probation,2025-10-15,55,Casual,2025-12-29,2026-01-10,13,Diagnosed with infection and need time for medication and treatment,Medical,0
EMP00919,Employee_919,Finance,Probation,2025-05-25,198,Sick,2026-01-03,2026-01-19,17,Chronic back pain has worsened and need physiotherapy sessions,Medical,0
EMP00920,Employee_920,Marketing,Probation,2023-02-23,1020,Emergency,2025-12-18,2026-01-03,17,Sudden family bereavement and funeral ceremony attendance,Emergency,0
EMP00921,Employee_921,Engineering,Permanent,2023-07-11,882,Sick,2025-12-24,2026-01-05,13,Dental emergency requiring immediate clinic visit and recovery,Medical,1
EMP00922,Employee_922,Admin,Probation,2025-09-26,74,Sick,2025-12-27,2026-01-01,6,Having flu symptoms and doctor advised rest for few days,Medical,0
EMP00923,Employee_923,Finance,Probation,2023-07-10,883,Casual,2026-01-01,2026-01-10,10,Taking time off for self-care and rejuvenation,Other,0
EMP00924,Employee_924,HR,Contract,2023-03-10,1005,Emergency,2025-12-27,2026-01-11,16,Sudden family bereavement and funeral ceremony attendance,Emergency,0
EMP00925,Employee_925,Engineering,Probation,2024-06-17,540,Emergency,2025-12-22,2026-01-09,19,Unexpected family crisis requiring immediate travel back home,Emergency,0
EMP00926,Employee_926,Operations,Probation,2025-08-05,126,Sick,2025-12-11,2025-12-29,19,Personal reasons requiring few days of absence,Other,0
EMP00927,Employee_927,Engineering,Contract,2024-01-10,699,Emergency,2025-12-23,2025-12-26,4,Unexpected family crisis requiring immediate travel back home,Emergency,1
EMP00928,Employee_928,IT,Probation,2025-08-15,116,Casual,2025-12-17,2025-12-24,8,Having flu symptoms and doctor advised rest for few days,Medical,0
EMP00929,Employee_929,HR,Contract,2025-07-27,135,Earned,2025-12-20,2025-12-23,4,Attending family wedding ceremony and related functions,Personal,0
EMP00930,Employee_930,Sales,Permanent,2023-05-10,944,Emergency,2025-12-26,2026-01-13,19,Critical emergency involving elderly family member hospitalization,Emergency,0
EMP00931,Employee_931,Engineering,Contract,2023-04-22,962,Sick,2025-12-22,2026-01-01,11,Diagnosed with infection and need time for medication and treatment,Medical,0
EMP00932,Employee_932,HR,Probation,2025-05-18,205,Casual,2025-12-25,2026-01-04,11,Diagnosed with infection and need time for medication and treatment,Medical,0
EMP00933,Employee_933,Finance,Contract,2024-04-04,614,Earned,2025-12-16,2025-12-29,14,I have a medical appointment scheduled at the hospital for health issues,Medical,0
EMP00934,Employee_934,Marketing,Probation,2024-06-13,544,Sick,2025-12-28,2026-01-06,10,Need to undergo surgery and recovery time at home,Medical,0
EMP00935,Employee_935,HR,Contract,2025-05-28,195,Earned,2025-12-12,2025-12-20,9,Want to spend time on personal development activities,Other,0
EMP00936,Employee_936,Admin,Probation,2024-10-05,430,Earned,2025-12-30,2026-01-01,3,Eye checkup appointment with specialist ophthalmologist scheduled,Medical,0
EMP00937,Employee_937,Operations,Probation,2024-03-07,642,Casual,2025-12-22,2026-01-04,14,Need break from work for personal well-being,Other,0
EMP00938,Employee_938,Admin,Contract,2024-12-04,370,Sick,2026-01-06,2026-01-22,17,Need time to complete pending personal documentation work,Other,0
